Id,Name,PublishDate,MarketId,IndustryId
3131,弘塑,2011/01/17,上櫃,其他電子業
3141,晶宏,2014/03/14,上櫃,半導體業
3144,新揚科,2004/12/24,上櫃,電子零組件業
3147,大綜,2018/05/29,上櫃,資訊服務業
3152,璟德,2008/03/24,上櫃,通信網路業
3162,精確,2005/10/03,上櫃,電機機械
3163,波若威,2012/12/03,上櫃,通信網路業
3169,亞信,2009/11/24,上櫃,半導體業
3171,新洲,2004/09/17,上櫃,貿易百貨業
3176,基亞,2011/11/23,上櫃,生技醫療業
3178,公準,2018/11/19,上櫃,電機機械
3188,鑫龍騰,2004/03/17,上櫃,建材營造業
3191,和進,2005/04/12,上櫃,電子零組件業
3202,樺晟,2005/07/26,上櫃,電子零組件業
3205,佰研,2005/09/12,上櫃,生技醫療業
3206,志豐,2007/02/08,上櫃,電子零組件業
3207,耀勝,2004/11/04,上櫃,電子零組件業
3211,順達,2004/11/08,上櫃,電腦及週邊設備業
3213,茂訊,2004/10/01,上櫃,電腦及週邊設備業
3217,優群,2004/04/30,上櫃,電子零組件業
3218,大學光,2004/11/29,上櫃,生技醫療業
3219,倚強,2004/03/19,上櫃,半導體業
3221,台嘉碩,2006/02/22,上櫃,通信網路業
3224,三顧,2004/06/03,上櫃,電子通路業
3226,至寶電,2004/06/16,上櫃,電機機械
3227,原相,2006/05/04,上櫃,半導體業
3228,金麗科,2005/03/02,上櫃,半導體業
3230,錦明,2006/09/25,上櫃,光電業
3232,昱捷,2004/11/01,上櫃,電子通路業
3234,光環,2011/03/24,上櫃,通信網路業
3236,千如,2004/12/02,上櫃,電子零組件業
3252,海灣,2004/09/23,上櫃,觀光事業
3259,鑫創,2007/12/24,上櫃,半導體業
3260,威剛,2004/10/08,上櫃,半導體業
3264,欣銓,2005/01/05,上櫃,半導體業
3265,台星科,2005/08/02,上櫃,半導體業
3268,海德威,2005/01/27,上櫃,半導體業
3272,東碩,2014/08/26,上櫃,電腦及週邊設備業
3276,宇環,2005/01/12,上櫃,電子零組件業
3284,太普高,2005/03/22,上櫃,其他業
3285,微端,2012/07/23,上櫃,其他電子業
3287,廣寰科,2008/01/28,上櫃,電腦及週邊設備業
3288,點晶,2005/04/15,上櫃,電子零組件業
3289,宜特,2004/12/28,上櫃,其他電子業
3290,東浦,2005/05/19,上櫃,通信網路業
3293,鈊象,2006/07/12,上櫃,文化創意業
3294,英濟,2007/04/27,上櫃,電子零組件業
3297,杭特,2005/06/07,上櫃,光電業
3303,岱稜,2007/05/28,上櫃,其他電子業
3306,鼎天,2005/07/05,上櫃,通信網路業
3310,佳穎,2008/06/27,上櫃,電子零組件業
3313,斐成,2006/05/29,上櫃,電子零組件業
3317,尼克森,2007/08/09,上櫃,半導體業
3322,建舜電,2009/05/20,上櫃,電子零組件業
3323,加百裕,2007/06/25,上櫃,電腦及週邊設備業
3324,雙鴻,2005/05/13,上櫃,其他電子業
3325,旭品,2005/08/15,上櫃,電腦及週邊設備業
3332,幸康,2008/01/24,上櫃,電子零組件業
3339,泰谷,2006/06/27,上櫃,光電業
3354,律勝,2005/12/08,上櫃,電子零組件業
3360,尚立,2006/06/06,上櫃,電子通路業
3362,先進光,2005/09/06,上櫃,光電業
3363,上詮,2011/02/25,上櫃,通信網路業
3372,典範,2005/12/16,上櫃,半導體業
3373,熱映,2007/12/13,上櫃,其他電子業
3374,精材,2015/03/30,上櫃,半導體業
3379,彬台,2011/10/20,上櫃,電機機械
3388,崇越電,2006/02/22,上櫃,電子零組件業
3390,旭軟,2006/02/22,上櫃,電子零組件業
3402,漢科,2007/01/09,上櫃,其他電子業
3426,台興,2016/12/21,上櫃,電機機械
3431,長天,2006/07/19,上櫃,通信網路業
3434,哲固,2008/01/28,上櫃,光電業
3438,類比科,2006/07/19,上櫃,半導體業
3441,聯一光,2010/10/04,上櫃,光電業
3444,利機,2008/09/26,上櫃,電子通路業
3452,益通,2006/03/08,上櫃,光電業
3455,由田,2007/12/27,上櫃,光電業
3465,進泰電子,2008/01/28,上櫃,電子零組件業
3466,致振,2006/05/17,上櫃,通信網路業
3479,安勤,2010/06/08,上櫃,電腦及週邊設備業
3483,力致,2006/12/18,上櫃,電腦及週邊設備業
3484,崧騰,2007/11/09,上櫃,電子零組件業
3489,森寶,2007/09/29,上櫃,建材營造業
3490,單井,2007/10/15,上櫃,光電業
3491,昇達科,2008/01/03,上櫃,通信網路業
3492,長盛,2015/05/18,上櫃,電子零組件業
3498,陽程,2007/09/11,上櫃,其他電子業
3499,環天科,2006/10/19,上櫃,通信網路業
3508,位速,2007/10/17,上櫃,其他電子業
3511,矽瑪,2009/02/16,上櫃,電子零組件業
3512,皇龍,2007/07/25,上櫃,電子零組件業
3516,亞帝歐,2007/11/29,上櫃,光電業
3520,振維,2007/10/12,上櫃,電子零組件業
3521,鴻翊,2007/08/07,上櫃,電腦及週邊設備業
3522,御頂,2007/10/15,上櫃,光電業
3523,迎輝,2007/11/16,上櫃,光電業
3526,凡甲,2007/11/02,上櫃,電子零組件業
3527,聚積,2007/10/29,上櫃,半導體業
3529,力旺,2011/01/24,上櫃,半導體業
3531,先益,2008/04/08,上櫃,光電業
3537,堡達,2010/01/25,上櫃,電子零組件業
3540,曜越,2007/12/12,上櫃,電腦及週邊設備業
3541,西柏,2009/12/22,上櫃,其他電子業
3546,宇峻,2008/04/18,上櫃,文化創意業
3548,兆利,2008/03/27,上櫃,電子零組件業
3551,世禾,2008/04/15,上櫃,其他電子業
3552,同致,2009/01/07,上櫃,其他電子業
3555,重鵬,2011/11/08,上櫃,半導體業
3556,禾瑞亞,2008/04/15,上櫃,半導體業
3558,神準,2013/12/30,上櫃,通信網路業
3562,頂晶科,2008/06/17,上櫃,光電業
3564,其陽,2013/12/03,上櫃,通信網路業
3567,逸昌,2010/11/22,上櫃,半導體業
3570,大塚,2008/10/23,上櫃,資訊服務業
3577,泓格,2009/01/06,上櫃,電腦及週邊設備業
3580,友威科,2010/07/09,上櫃,其他電子業
3581,博磊,2015/01/20,上櫃,半導體業
3587,閎康,2009/08/18,上櫃,其他電子業
3594,磐儀,2013/05/07,上櫃,電腦及週邊設備業
3609,東林,2011/01/11,上櫃,電子零組件業
3611,鼎翰,2008/11/26,上櫃,電腦及週邊設備業
3615,安可,2009/04/15,上櫃,光電業
3623,富晶通,2010/04/28,上櫃,光電業
3624,光頡,2011/03/16,上櫃,電子零組件業
3625,西勝,2009/10/28,上櫃,電腦及週邊設備業
3628,盈正,2010/09/09,上櫃,其他電子業
3629,地心引力,2010/05/27,上櫃,光電業
3630,新鉅科,2010/04/26,上櫃,光電業
3631,晟楠,2010/12/20,上櫃,電子零組件業
3632,研勤,2011/01/11,上櫃,通信網路業
3642,駿熠電,2011/09/29,上櫃,其他電子業
3646,艾恩特,2012/03/27,上櫃,電子零組件業
3652,精聯,2009/08/27,上櫃,電腦及週邊設備業
3663,鑫科,2012/11/20,上櫃,其他電子業
3664,安瑞-KY,2010/06/24,上櫃,通信網路業
3666,光耀,2014/12/04,上櫃,光電業
3672,康聯訊,2015/04/20,上櫃,通信網路業
3675,德微,2012/06/29,上櫃,半導體業
3680,家登,2011/08/31,上櫃,半導體業
3684,榮昌,2014/03/28,上櫃,通信網路業
3685,元創精密,2010/12/08,上櫃,光電業
3687,歐買尬,2011/01/11,上櫃,文化創意業
3689,湧德,2012/10/18,上櫃,電子零組件業
3691,碩禾,2010/11/18,上櫃,光電業
3693,營邦,2013/11/27,上櫃,電腦及週邊設備業
3707,漢磊,2014/10/01,上櫃,半導體業
3709,鑫聯大投控,1999/04/16,上櫃,電腦及週邊設備業
3710,連展投控,2017/12/29,上櫃,電子零組件業
4102,永日,2001/03/20,上櫃,生技醫療業
4105,東洋,2001/09/27,上櫃,生技醫療業
4107,邦特,2002/03/04,上櫃,生技醫療業
4109,穆拉德加捷,2002/08/08,上櫃,生技醫療業
4111,濟生,1999/03/06,上櫃,生技醫療業
4113,聯上,2003/07/22,上櫃,建材營造業
4114,健喬,2003/05/12,上櫃,生技醫療業
4116,明基醫,2015/12/16,上櫃,生技醫療業
4120,友華,2003/11/05,上櫃,生技醫療業
4121,優盛,2003/07/25,上櫃,生技醫療業
4123,晟德,2003/10/07,上櫃,生技醫療業
4126,太醫,2004/02/09,上櫃,生技醫療業
4127,天良,2005/07/29,上櫃,生技醫療業
4128,中天,2006/06/09,上櫃,生技醫療業
4129,聯合,2004/09/29,上櫃,生技醫療業
4130,健亞,2012/01/12,上櫃,生技醫療業
4131,晶宇,2004/04/09,上櫃,生技醫療業
4138,曜亞,2010/12/29,上櫃,生技醫療業
4139,馬光-KY,2011/04/29,上櫃,生技醫療業
4147,中裕,2015/11/23,上櫃,生技醫療業
4152,台微體,2012/12/21,上櫃,生技醫療業
4153,鈺緯,2013/05/23,上櫃,生技醫療業
4154,康樂-KY,2011/12/28,上櫃,生技醫療業
4157,太景*-KY,2013/08/30,上櫃,生技醫療業
4160,創源,2012/09/17,上櫃,生技醫療業
4161,聿新科,2013/06/26,上櫃,生技醫療業
4162,智擎,2012/09/18,上櫃,生技醫療業
4163,鐿鈦,2012/11/15,上櫃,生技醫療業
4167,展旺,2015/09/08,上櫃,生技醫療業
4168,醣聯,2012/12/18,上櫃,生技醫療業
4171,瑞基,2018/03/28,上櫃,農業科技業
4173,久裕,2013/10/31,上櫃,生技醫療業
4174,浩鼎,2015/03/23,上櫃,生技醫療業
4175,杏一,2014/04/23,上櫃,生技醫療業
4180,安成藥,2013/12/03,上櫃,生技醫療業
4183,福永生技,2017/03/09,上櫃,生技醫療業
4188,安克,2015/03/24,上櫃,生技醫療業
4192,杏國,2014/10/28,上櫃,生技醫療業
4198,環瑞醫,2014/12/23,上櫃,生技醫療業
4205,中華食,1999/01/31,上櫃,食品工業
4207,環泰,2000/01/21,上櫃,食品工業
4303,信立,1999/03/10,上櫃,塑膠工業
4304,勝昱,2000/01/27,上櫃,塑膠工業
4305,世坤,2000/09/28,上櫃,塑膠工業
4401,東隆興,1996/05/09,上櫃,紡織纖維
4402,福大,1997/07/23,上櫃,紡織纖維
4406,新昕纖,1999/01/14,上櫃,紡織纖維
4413,飛寶,1999/07/29,上櫃,紡織纖維
4415,台原藥,2017/11/21,上櫃,食品工業
4416,三圓,2000/05/06,上櫃,建材營造業
4417,金洲,2000/11/07,上櫃,紡織纖維
4419,元勝,2001/06/26,上櫃,紡織纖維
4420,光明,2002/04/18,上櫃,紡織纖維
4429,聚紡,2010/09/15,上櫃,紡織纖維
4430,耀億,2011/06/09,上櫃,其他業
4432,銘旺實,2012/11/26,上櫃,紡織纖維
4433,興采,2014/11/03,上櫃,紡織纖維
4502,健信,1995/12/12,上櫃,電機機械
4503,金雨,1996/12/19,上櫃,電機機械
4506,崇友,1997/12/06,上櫃,電機機械
4510,高鋒,1998/02/24,上櫃,電機機械
4513,福裕,1998/03/25,上櫃,電機機械
4523,永彰,1999/11/22,上櫃,電機機械
4527,方土霖,2000/09/28,上櫃,電機機械
4528,江興鍛,2001/02/12,上櫃,電機機械
4529,淳紳,2001/05/04,上櫃,其他業
4530,宏易,2001/04/30,上櫃,電機機械
4533,協易機,2002/04/26,上櫃,電機機械
4534,慶騰,2003/03/31,上櫃,電機機械
4535,至興,2003/04/16,上櫃,電機機械
4538,大詠城,2019/01/15,上櫃,電機機械
4541,晟田,2014/07/22,上櫃,其他業
4542,科嶠,2014/08/25,上櫃,電子零組件業
4543,萬在,2016/03/15,上櫃,電機機械
4549,桓達,2014/11/27,上櫃,電機機械
4550,長佳,2015/03/18,上櫃,電機機械
4554,橙的,2016/08/05,上櫃,其他電子業
4556,旭然,2015/12/22,上櫃,其他業
4561,健椿,2018/06/11,上櫃,電機機械
4563,百德,2018/07/12,上櫃,電機機械
4568,科際精密,2018/10/03,上櫃,電機機械
4609,唐鋒,2000/05/19,上櫃,電器電纜
4702,中美實,1995/04/21,上櫃,化學工業
4706,大恭,1998/04/17,上櫃,化學工業
4707,磐亞,1998/05/20,上櫃,化學工業
4711,永純,1999/02/24,上櫃,化學工業
4712,南璋,1999/04/03,上櫃,食品工業
4714,永捷,2000/03/27,上櫃,化學工業
4716,大立,2000/03/27,上櫃,化學工業
4721,美琪瑪,2001/03/09,上櫃,化學工業
4726,永昕,2013/12/25,上櫃,生技醫療業
4728,雙美,2012/01/10,上櫃,生技醫療業
4729,熒茂,2009/02/24,上櫃,光電業
4735,豪展,2011/08/16,上櫃,生技醫療業
4736,泰博,2010/12/01,上櫃,生技醫療業
4741,泓瀚,2017/09/26,上櫃,化學工業
4743,合一,2011/09/23,上櫃,生技醫療業
4744,皇將,2018/07/12,上櫃,生技醫療業
4745,合富-KY,2013/01/30,上櫃,生技醫療業
4747,強生,2013/12/25,上櫃,生技醫療業
4754,國碳科,2016/09/28,上櫃,化學工業
4760,勤凱,2019/03/21,上櫃,其他電子業
4767,誠泰科技,2018/10/29,上櫃,化學工業
4803,VHQ-KY,2015/12/16,上櫃,文化創意業
4804,大略-KY,2015/12/04,上櫃,觀光事業
4806,昇華,2016/03/09,上櫃,文化創意業
4903,聯光通,2001/05/14,上櫃,通信網路業
4905,台聯電,2001/12/07,上櫃,通信網路業
4907,富宇,2002/03/04,上櫃,建材營造業
4908,前鼎,2002/02/27,上櫃,通信網路業
4909,新復興,2002/11/28,上櫃,通信網路業
4911,德英,2011/03/21,上櫃,生技醫療業
4924,欣厚-KY,2011/10/18,上櫃,電腦及週邊設備業
4933,友輝,2010/05/04,上櫃,光電業
4939,亞電,2011/09/19,上櫃,電子零組件業
4944,兆遠,2011/05/31,上櫃,光電業
4946,辣椒,2011/06/10,上櫃,文化創意業
4947,昂寶-KY,2011/10/18,上櫃,半導體業
4950,牧東,2012/04/27,上櫃,其他業
4953,緯軟,2014/01/08,上櫃,資訊服務業
4966,譜瑞-KY,2011/09/13,上櫃,半導體業
4971,IET-KY,2013/07/24,上櫃,半導體業
4972,湯石照明,2013/06/17,上櫃,光電業
4973,廣穎,2012/06/19,上櫃,半導體業
4974,亞泰,2011/11/29,上櫃,電子零組件業
4979,華星光,2011/12/12,上櫃,通信網路業
4987,科誠,2012/03/21,上櫃,電腦及週邊設備業
4991,環宇-KY,2014/09/15,上櫃,半導體業
4995,晶達,2012/05/09,上櫃,光電業
5009,榮剛,1998/10/17,上櫃,鋼鐵工業
5011,久陽,1999/05/06,上櫃,鋼鐵工業
5013,強新,2000/05/08,上櫃,鋼鐵工業
5014,建錩,2001/02/15,上櫃,鋼鐵工業
5015,華祺,2000/12/15,上櫃,鋼鐵工業
5016,松和,2001/03/05,上櫃,鋼鐵工業
5102,富強,2000/10/27,上櫃,橡膠工業
5201,凱衛,2000/10/12,上櫃,資訊服務業
5202,力新,2000/10/18,上櫃,資訊服務業
5205,中茂,2001/05/14,上櫃,其他電子業
5206,坤悅,2001/10/08,上櫃,建材營造業
5209,新鼎,2002/02/25,上櫃,資訊服務業
5210,寶碩,2002/04/25,上櫃,資訊服務業
5211,蒙恬,2002/12/23,上櫃,資訊服務業
5212,凌網,2003/03/24,上櫃,資訊服務業
5213,亞昕,2003/04/24,上櫃,建材營造業
5220,萬達光電,2018/04/26,上櫃,光電業
5223,安力-KY,2018/07/02,上櫃,電腦及週邊設備業
5227,立凱-KY,2013/12/09,上櫃,電子零組件業
5230,雷笛克光學,2012/06/05,上櫃,光電業
5245,智晶,2015/05/25,上櫃,光電業
5251,天鉞電,2012/11/26,上櫃,光電業
5263,智崴,2012/12/18,上櫃,文化創意業
5272,笙科,2013/05/30,上櫃,半導體業
5274,信驊,2013/04/30,上櫃,半導體業
5276,達輝-KY,2014/06/12,上櫃,其他業
5278,尚凡,2013/06/04,上櫃,電子商務
5281,大峽谷-KY,2016/03/30,上櫃,光電業
5287,數字,2014/01/20,上櫃,電子商務
5289,宜鼎,2013/11/27,上櫃,電腦及週邊設備業
5291,邑昇,2014/12/23,上櫃,電子零組件業
5299,杰力,2018/01/23,上櫃,半導體業
5301,寶得利,1990/06/25,上櫃,觀光事業
5302,太欣,1991/01/17,上櫃,半導體業
5304,鼎創達,1991/07/16,上櫃,電腦及週邊設備業
5306,桂盟,1995/12/26,上櫃,其他業
5309,系統電,1996/03/18,上櫃,電子零組件業
5310,天剛,1996/04/09,上櫃,資訊服務業
5312,寶島科,1996/05/25,上櫃,生技醫療業
5314,世紀,1996/09/16,上櫃,半導體業
5315,光聯,1996/11/02,上櫃,光電業
5317,凱美,1996/12/02,上櫃,電子零組件業
5321,友銓,1996/12/30,上櫃,電子零組件業
5324,士開,1997/01/30,上櫃,建材營造業
5328,華容,1997/08/28,上櫃,電子零組件業
5340,建榮,1998/01/20,上櫃,電子零組件業
5344,立衛,1998/03/23,上櫃,半導體業
5345,天揚,1998/03/23,上櫃,電子零組件業
5347,世界,1998/03/25,上櫃,半導體業
5348,系通,1998/04/29,上櫃,通信網路業
5349,先豐,1998/06/25,上櫃,電子零組件業
5351,鈺創,1998/05/15,上櫃,半導體業
5353,台林,1998/05/18,上櫃,通信網路業
5355,佳總,1998/06/23,上櫃,電子零組件業
5356,協益,1998/07/20,上櫃,電腦及週邊設備業
5364,力麗店,2013/08/26,上櫃,觀光事業
5371,中光電,1999/01/20,上櫃,光電業
5381,合正,1999/03/19,上櫃,電子零組件業
5383,金利,1999/04/14,上櫃,其他電子業
5386,青雲,1999/05/13,上櫃,電腦及週邊設備業
5392,應華,1999/06/14,上櫃,光電業
5398,慕康生醫,1999/10/11,上櫃,電子零組件業
5403,中菲,1999/10/15,上櫃,資訊服務業
5410,國眾,1999/11/26,上櫃,資訊服務業
5425,台半,2000/02/21,上櫃,半導體業
5426,振發,2000/02/09,上櫃,電腦及週邊設備業
5432,達威,2000/03/21,上櫃,光電業
5438,東友,2000/06/17,上櫃,電腦及週邊設備業
5439,高技,2000/06/26,上櫃,電子零組件業
5443,均豪,1998/02/09,上櫃,光電業
5450,寶聯通,2000/08/22,上櫃,電腦及週邊設備業
5452,佶優,2000/10/02,上櫃,其他電子業
5455,昇益,2000/10/19,上櫃,建材營造業
5457,宣德,2000/09/29,上櫃,電子零組件業
5460,同協,2000/09/28,上櫃,電子零組件業
5464,霖宏,2000/11/08,上櫃,電子零組件業
5465,富驊,2000/11/08,上櫃,電腦及週邊設備業
5468,凱鈺,2001/01/17,上櫃,半導體業
5474,聰泰,2001/03/20,上櫃,電腦及週邊設備業
5475,德宏,2001/01/16,上櫃,電子零組件業
5478,智冠,2001/03/29,上櫃,文化創意業
5481,新華,2001/04/27,上櫃,電子零組件業
5483,中美晶,2001/03/02,上櫃,半導體業
5487,通泰,2001/02/20,上櫃,半導體業
5488,松普,2001/03/12,上櫃,電子零組件業
5489,彩富,2001/03/12,上櫃,其他電子業
5490,同亨,2001/05/14,上櫃,電腦及週邊設備業
5493,三聯,2001/05/03,上櫃,其他電子業
5498,凱崴,2001/03/29,上櫃,電子零組件業
5508,永信建,1998/05/13,上櫃,建材營造業
5511,德昌,1998/12/09,上櫃,建材營造業
5512,力麒,1998/12/04,上櫃,建材營造業
5514,三豐,1998/12/29,上櫃,建材營造業
5516,雙喜,1999/03/23,上櫃,建材營造業
5520,力泰,1999/10/27,上櫃,建材營造業
5523,豐謙,1999/12/27,上櫃,建材營造業
5529,志嘉,1996/01/12,上櫃,建材營造業
5530,龍巖,2000/10/04,上櫃,其他業
5536,聖暉,2010/11/10,上櫃,其他電子業
5543,崇佑-KY,2016/05/09,上櫃,建材營造業
5601,台聯櫃,1994/11/24,上櫃,航運業
5603,陸海,1997/01/25,上櫃,航運業
5604,中連貨,1997/05/22,上櫃,航運業
5609,中菲行,2001/10/15,上櫃,航運業
5701,劍湖山,1998/03/12,上櫃,觀光事業
5703,亞都,1999/06/15,上櫃,觀光事業
5704,老爺知,1999/12/21,上櫃,觀光事業
5820,日盛金,2002/02/05,上櫃,金融保險業
5864,致和證,2018/04/02,上櫃,金融保險業
5878,台名,2014/10/28,上櫃,金融保險業
5902,德記,1998/02/07,上櫃,貿易百貨業
5903,全家,2002/02/25,上櫃,貿易百貨業
5904,寶雅,2002/09/06,上櫃,貿易百貨業
5905,南仁湖,2003/06/17,上櫃,貿易百貨業
6015,宏遠證,1996/07/25,上櫃,金融保險業
6016,康和證,1996/12/04,上櫃,金融保險業
6020,大展證,2003/01/23,上櫃,金融保險業
